,_id,title,url,school,level,reviews_count,rating,paid,about,duration,pre,skills,price,instructors,source
14,6148c0303a5d5042c26edc03,Fiverr Gig Success,/course/fiverr-gig-success/,[],beginner,43, 4.3 ,True,How to Make a Living Selling Fiverr Gigs,2 hours ,"['Computer with Internet connection', 'Hungry to learn and take actions while taking this course']",[],374.4,['Richie'],udemy
15,6148c0353a5d5042c26edc04,Cybersecurity Law & Policy,/course/cybersecurity-law-policy/,[],beginner,156, 4.6 ,True,Domestic and International Cybersecurity Law,2 hours ,['All materials will be provided.'],[],452.4,['Victoria'],udemy
16,6148c0393a5d5042c26edc05,Project Management: Capex & Opex acctn'g rules for PMs,/course/software-capitalization-for-project-managers/,[],beginner,23, 3.7 ,True,Project Management: Guide To CAPEX Accounting Rules For Internal Software Build,1 hour ,"['Project Managers who want to learn how to identify CapEx and Opex costs.', 'The accounting rules explained (GAAP accounting) only applies to United States of America', 'Project managers that work for public companies that work with capitalizable projects']",[],1232.3999999999999,['Jumana'],udemy
17,6148c03d3a5d5042c26edc06,How to Become a Freelance Editor: Make Money Copy Editing,/course/how-to-become-a-freelance-editor/,[],beginner,493, 4.4 ,True,Learn how to start or add editing to your freelance offerings!,1.5 hours ,"['Students must have a good command of English spelling, grammar, and writing skills']",[],1232.3999999999999,['Laura'],udemy
18,6148c0423a5d5042c26edc07,Effective Meetings: Boost Meeting Productivity & Creativity,/course/how-to-boost-creativity-and-productivity-in-meetings/,[],beginner,24, 4.2 ,True,"Boost meeting productivity and lead effective meetings with co-workers or employees. Plus, many creativity exercises.",1 hour ,['Please speak English due to not having any subtitles in this course'],[],1388.3999999999999,['Tatiana'],udemy
19,6148c0493a5d5042c26edc08,Become a Successful Product Reviewer on YouTube,/course/become-a-successful-youtube-product-reviewer/,[],beginner,249, 4.8 ,True,The Best YouTube Course for Beginners to Learn How to Find and Connect with Companies to Get Products to Review,3 hours ,"['You should have and know how to use a computer. ', 'You should have and know how to use a video camera.', 'You should have and know how to use basic video editing software.']",[],296.4,['Kevin'],udemy
20,6148c04f3a5d5042c26edc09,The Step By Step Guide To Your Own Subscription Box Business,/course/the-step-by-step-guide-to-your-subscription-box-business/,[],beginner,36, 3.7 ,True,Learn how to make a profitable subscription box business with real world examples and actionable tips,1 hour ,['Student should have an idea of what a subscription box service does.'],[],296.4,['Corey'],udemy
21,6148c0533a5d5042c26edc0a,"SQL Fundamentals for Marketing, Digital and Web Analytics",/course/sql-for-marketing-analysis/,[],beginner,111, 4.1 ,True,"Learn SQL for Marketers with MySQL.  Learn the only SQL required for Marketing, Digital and Web Analytics.",1.5 hours ,['Basic computer skills'],[],1388.3999999999999,['Anil'],udemy
22,6148c0583a5d5042c26edc0b,Build Your Own Mailing List with Free Online Tools,/course/learn-how-to-get-more-customers/,[],beginner,79, 4.3 ,True,"Learn how to easily build your own subscription system with free services like Canva, MailerLite, and GitHub Pages",32 mins ,['Students need only computer with internet access'],[],296.4,['Jan'],udemy
23,6148c05c3a5d5042c26edc0c,Introduction to Live Streaming - Hosting your own talk show,/course/live-streaming-hosting-your-own-talk-show/,[],beginner,28, 4.0 ,True,Learn how we set up online talk show and produce a professional live broadcast to YouTube Live and/or Facebook,2 hours ,"['Basic understanding of Adobe Photoshop', 'Basic understanding of Adobe After Effects', 'Some type of live streaming software: OBS, Wirecast, vMix, Vidblaster or xSplit', 'A YouTube or Facebook channel for live streaming to is optional']",[],296.4,['Paul'],udemy
24,6148c0613a5d5042c26edc0d,UK Property Investment: Your comprehensive beginner's guide,/course/property-investment-video-course/,[],beginner,18, 4.0 ,True,I will teach you every aspect you need to know to get started the UK property investment market,1 hour ,['You should be able to use a PC at beginner level. For the course itself there is no prior investment experience needed'],[],764.4,['Carl'],udemy
25,6148c0663a5d5042c26edc0e,Start And Build a Graphic Design Home Business,/course/build-graphic-design-home-business/,[],beginner,33, 3.6 ,True,Start Your Own Graphic Design Business Tomorrow With This Step-by-Step Action Class and make $1000 per Month,6.5 hours ,['You need just a computer and an internet connection. Nothing else!'],[],452.4,['Standard'],udemy
26,6148c06b3a5d5042c26edc0f,How To Validate Your Idea And Succeed In Business,/course/how-to-validate-your-idea-and-succeed-in-business/,[],beginner,78, 3.9 ,True,Step-By-Step Guide To Validate Your Product Or Business Idea With Facebook Ads,1.5 hours ,"['A computer with Internet connection ', 'Following the step-by-step instructions of this training', '$20 advertising budget']",[],1388.3999999999999,['Sandor'],udemy
27,6148c06f3a5d5042c26edc10,"Sex, Power, and the Law",/course/sex-power-and-the-law-k/,[],beginner,,9999999,True,What Managers Must Know and Do to Prevent Harassment in Their Organizations,[],[],[],296.4,['Michael'],udemy
28,6148c0743a5d5042c26edc11,Data Analysis with R,/course/data-analysis-with-r/,[],beginner,59, 3.6 ,True,Learn data analytics in easy to follow stages for beginners,5 hours ,"['Internet connection', 'Computer with Mac, Windows or Linux', 'Desire to master data analysis']",[],1154.3999999999999,['Mangirdas'],udemy
29,6148c0793a5d5042c26edc12,Understanding and Complying with HIPAA,/course/hipaa-training/,[],beginner,4562, 4.5 ,True,This program will train you on the HIPAA and provide an overview on the rules governing protected health information.,37 mins ,['None'],[],998.4,['Scott'],udemy
30,6148c0803a5d5042c26edc13,Grammar Essentials 101,/course/grammarboost/,[],beginner,203, 4.3 ,True,Boost your writing skills,1 hour ,['Course materials provided.'],[],764.4,['Ashan R.'],udemy
31,6148c0853a5d5042c26edc14,How to Become a Freelancer in 30 Days,/course/truth-about-freelance-become-a-freelancer-in-30-days/,[],beginner,5, 4.7 ,True,Monetize your skills and become an online freelancer with this detailed 30 day action plan.,4.5 hours ,"['Evaluate your skills to determine what you will focus on', ""Download Evernote but don't install it. We'll cover this in the first week""]",[],296.4,['Anthony'],udemy
32,6148c08a3a5d5042c26edc15,Start a Business Dropshipping Topps Baseball Cards,/course/how-to-start-an-online-sports-card-business/,[],beginner,39, 4.4 ,True,How to sell Topps baseball card cases on eBay with no need for inventory.,1.5 hours ,"['Only an internet connected computer/device (click the HD button for better video quality).', 'An hour per day to update inventory and fulfill orders. Check your earnings and make even more money.', 'Business license and Tax ID are required to show wholesalers you are a legitimate business (in the USA).', 'Google ""starting a business in [enter your location]"" Find your country\'s legitimate website and apply to become a business in your country. You need to prove to wholesalers you have a legitimate business (applies to international students).']",[],1388.3999999999999,"['Matt', 'Skillhance,']",udemy
33,6148c08f3a5d5042c26edc16,The Business of Video and Photography,/course/videophotobiz/,[],beginner,7, 3.9 ,True,"What you need & skills you need to start your video/photo business from gear,website, sales, negotiation, &networking",3 hours ,"['This course will not go into the technical details of how to do video or photography', 'You will not need camera equipment before you begin the course']",[],1388.3999999999999,['Greg'],udemy
34,6148c0943a5d5042c26edc17,Data Presentation for Business: How to make great charts,/course/data-visualization-why-charts-are-better-than-numbers/,[],beginner,55, 4.2 ,True,Learn how data visualizations can bring order or offer insight and recognize when they are used to deceive and mislead.,1.5 hours ,"['The only necessary prerequisite is basic use of computers and office software.', 'It will help if you have Microsoft Excel installed, we have an exercise in Lecture 7.', 'A lot of suplemental materials are available in webpages, so internet connection when taking this course is recommended.']",[],452.4,['Nicolae'],udemy
35,6148c0983a5d5042c26edc18,Comprehensive Grant Writing for beginners: 7 simple steps,/course/comprehensive-grant-writing-for-beginners-7-simple-steps/,[],beginner,317, 4.2 ,True,Go from cash-strapped to funded with the help of a fundraising expert.,1 hour ,"['Be familiar with the mission, vision and mandate of a non-profit organization.']",[],842.4,['Karen'],udemy
36,6148c09d3a5d5042c26edc19,Become QlikView Developer from Scratch,/course/qlikview-developer-course/,[],beginner,1321, 4.2 ,True,Learn how to become an awesome QlikView developer without any prior experience.,8 hours ,"['Download Free QlikView desktop from Qlik.com', 'Understand basics of SQL']",[],452.4,['Shilpan'],udemy
37,6148c0a53a5d5042c26edc1a,New Manager: The Basics and More of Being a Great Leader,/course/new-manager/,[],beginner,5019, 4.5 ,True,"Go from a slightly uncertain, confused newbie to a confident, skilled manager who builds and leads effective teams.",6 hours ,"['To get the greatest benefit from the course make sure you have notebook or personal journal to accompany you during the course. This is completely optional, but highly recommended.', 'It can be in a digital format or on good old paper.', 'This will allow you to make notes of your lessons learned and experiences you have with applying the course in your everyday work, making sure you get the greatest possible benefit from the course.']",[],1388.3999999999999,['Markus'],udemy
38,6148c0aa3a5d5042c26edc1b,Unlocking English Grammar,/course/unlocking-english-grammar/,[],beginner,224, 4.3 ,True,The keys to understanding,4 hours ,"[""This is a foundation course, so no previous knowledge is required, but students must be fluent English speakers. It's not an ESL course."", ""Don't be intimidated or put off by past experiences. Believe that you can master grammar, and that it can be interesting and fun.""]",[],1388.3999999999999,['Sandy'],udemy
39,6148c0af3a5d5042c26edc1c,Jump Start Success - Dropship Ship Lifestyle - Dropshipping,/course/antonmethod/,[],beginner,87, 4.0 ,True,"The Quick Start Guide to Making your first $10,000 with Anton's Dropship Lifestyle Course for Dropshipping Success!",1 hour ,"[""You will need to have gone through Anton's course first."", ""Make Sure You've Watched At Least Module 1 of www.AntonMethod.com First!""]",[],1388.3999999999999,['Johnny'],udemy
40,6148c0b63a5d5042c26edc1d,How to import from China - The beginners guide,/course/the-import-from-china-course-the-beginners-guide/,[],beginner,329, 3.9 ,True,Import from China instantly trough Alibaba & build your Amazon FBA empire!,1.5 hours ,"['for some bonus documents you will need Microsoft Office ', 'All you need is an Internet connection & a laptop/computer. ', 'Have the right mindset for entrepreneurial adventures!', 'other than that no software requirements or previous experience in importing needed']",[],296.4,['Manuel'],udemy
41,6148c0bc3a5d5042c26edc1e,Irrigation 101: Electrical Basics And Irrigation Timers,/course/electrical-basics-and-irrigation-timers/,[],beginner,71, 4.8 ,True,Understand a sprinkler system's electrical components and gain real world troubleshooting and repair skills.,1.5 hours ,['Download the fill-in-the-blank lesson at the first lecture.'],[],608.4,['Michael'],udemy
42,6148c0c13a5d5042c26edc1f,Real Estate Math Made Easy: Pass Your Licensing Exam,/course/real-estate-math/,[],beginner,631, 4.6 ,True,Get Over Your Math Anxiety to Pass Your Real Estate Licensing Exam and Build A Successful Real Estate Career!,2 hours ,"['You should have a pencil, paper, and calculator in order to follow along with the course and work through the practice problems.']",[],296.4,['Peggy'],udemy
43,6148c0c63a5d5042c26edc20,Write a Non-Fiction Book in 4 Weeks,/course/write-non-fiction-book-in-4-weeks/,[],beginner,21, 4.1 ,True,"Discover my techniques to write an entire non-fiction, 20,000 word, 100 page 5 x 8 book in 4 weeks! ",37 mins ,"['Licensed Version of Word', 'A Computer']",[],374.4,['Tara'],udemy
44,6148c0cb3a5d5042c26edc21,"Virtual Assistant: Find, Hire, Train, and Manage",/course/how-to-find-hire-and-work-with-virtual-assistants/,[],beginner,142, 4.7 ,True,"Work smarter, not harder: Learn how to win the war against ""Entrepreneurial Overwhelm"" with virtual assistants.",1.5 hours ,"['An open mind and willingness to relinquish some control in your business in the name of your lifestyle, health, and growth']",[],530.4,['Nick'],udemy
45,6148c0d03a5d5042c26edc22,Business Forecasting with Google Sheets,/course/business-forecasting-with-google-sheets/,[],beginner,18, 3.6 ,True,Increase your income and career prospects with business forecasting skills,4 hours ,"[' The student will need access to a computer, preferably a desktop or laptop, to listen and follow the lectures.   The student will also need a Google account, perhaps acquired for email, in order to use the spreadsheet application to answer questions.  An account is not needed to just follow the lectures.  However it is recommended that the student be able to use Google Sheets to try out the techniques on different data and to become familiar with Sheets\' functionality by ""doing"".']",[],374.4,['Alex'],udemy
46,6148c0d73a5d5042c26edc23,How to Start Your First Coaching Business,/course/how-to-start-your-first-coaching-business/,[],beginner,8, 3.4 ,True,What you need to know before you launch,38 mins ,['Computer with speakers'],[],764.4,['Aenslee'],udemy
47,6148c0dc3a5d5042c26edc24,Sell Your Videos as an Amazon FBA Private Label Product,/course/double-your-udemy-sales-by-selling-your-course-on-amazon/,[],beginner,12, 4.5 ,True,Convert your Video Course (or any instructional videos) into a Physical product that can be sold on Amazon!,1.5 hours ,"['A desire to make more money selling your courses', 'A desire to establish credibility in your courses']",[],1388.3999999999999,['Gary'],udemy
48,6148c0e13a5d5042c26edc25,Mentoring Mastermind,/course/mentoring-mastermind/,[],beginner,1, 3.5 ,True,For Personal Development & Business Success,1.5 hours ,['None. Just an interest in improving problem solving skills for work or home'],[],296.4,['Lisa'],udemy
49,6148c0e63a5d5042c26edc26,Writing Skills: Self-Edit Your Writing Like A Pro!,/course/writing-tips-to-instantly-improve-your-writing/,[],beginner,72, 3.8 ,True,Successfully self-edit your own writing by learning these dozens of proven (yet often over-looked) editing techniques.,2 hours ,"['An interest in editing writing', 'An interest in improving your writing skills']",[],1388.3999999999999,['Elizabeth'],udemy
50,6148c0eb3a5d5042c26edc27,Marketing Tips for Group and Team Programs,/course/marketing-tips-for-group-and-team-programs/,[],beginner,6, 4.6 ,True,"Practical, actionable strategies to increase enrollment for your workshop, teleclass, webinar, group & team coaching.",3.5 hours ,"['Have a group or team program which they want to market, designed or in the planning stages', 'Have access to the internet and a computer', ' It can be benefical (but is not mandatory) to complete part 1 of the Tips for Your Group and Team Programs which focuses in on design and implementation issues for workshops, retreats, team and group programs.', ' Be ready to get into action with marketing and promotion! Marketing is about execution so you will be more successful if you are ready, and willing, to take action consistently']",[],296.4,['Jennifer'],udemy
51,6148c0f13a5d5042c26edc28,Nonprofit Grant Writers: How To Find Foundation Funding ,/course/finding-foundation-funding-sources-for-your-nonprofit/,[],beginner,45, 4.3 ,True,Become More Successful at Grant Writing by Finding the  Foundation that Wants to Fund Your Nonprofit ,42 mins ,"['Students need to have an interest in writing grants to foundations', 'Previous knowledge on grantwriting is very useful but not essential']",[],452.4,['Rick'],udemy
52,6148c0f73a5d5042c26edc29,Purchasing your first investment property,/course/the-property-climb/,[],beginner,103, 4.1 ,True,Learn how to safely purchase a  property in the New Zealand market.,1 hour ,"[""You don't need to know anything about real estate, we will teach you everything from scratch""]",[],530.4,['Kyron'],udemy
53,6148c0fc3a5d5042c26edc2a,How Real Estate Agents Get Paid ,/course/how-real-estate-agents-get-paid/,[],beginner,2, 3.7 ,True,"Everything you want to know about how real estate agents make money, how commission is broken down & earning six figures",1 hour ,"['You want to take some notes on the course Udemy page or have a paper and pen handy.', 'Have a open mind', 'Good listening skills', 'Have fun']",[],296.4,['Rhonda'],udemy
54,6148c1013a5d5042c26edc2b,Introduction to SPSS Syntax: Hands-On Exercises,/course/introduction-to-spss-syntax-hands-on-exercises/,[],beginner,35, 2.7 ,True,How to save 4 hours a day for analysis and repetitive tasks with SPSS syntax and programming,2.5 hours ,"['A familiarity of SPSS: you should have experience in SPSS Statistics using the graphical user interface (dialog boxes)', 'Have SPSS Statistics Standard (version >17) for Windows or Mac installed and functioning, ']",[],296.4,['Doctor'],udemy
55,6148c1063a5d5042c26edc2c,Introduction to Sales,/course/introduction-to-sales/,[],beginner,175, 4.7 ,True,Learn the Very Basic of Sales and Build a Foundation for your Sales Effectiveness,1.5 hours ,['no special requirements to be fulfilled as this is an introductory course'],[],1388.3999999999999,['Sorin'],udemy
56,6148c10b3a5d5042c26edc2d,"Design an Amazing Flyer, Brochure Poster Like a Professional",/course/eye-catching-flyers-posters-business-marketing-canva/,[],beginner,27, 3.2 ,True,Learn how to create professional looking flyers and posters that will help you being seen as an authority in your niche!,1 hour ,['Internet connection'],[],452.4,['Standard'],udemy
57,6148c1123a5d5042c26edc2e,Creating Bundles For Amazon FBA,/course/creating-bundles-for-amazon-fba/,[],beginner,109, 4.1 ,True,How to get away from the race to the bottom,2.5 hours ,"['You should know the basics of making a listing', 'Knowledge of photo editing programs would be helpful']",[],296.4,['Jason'],udemy
58,6148c1173a5d5042c26edc2f,The Basics of Coaching,/course/the-basics-of-coaching/,[],beginner,20, 4.2 ,True,A short crash course in the essential skills of the coaching conversation and relationship,39 mins ,"['The course will for a start just require some time and dedication, which will reward you with gaining a basic understanding of coaching and how to start applying the skills of a coach in your conversations.']",[],452.4,['Dawie'],udemy
59,6148c11c3a5d5042c26edc30,A Comprehensive Guide To Distressed Mortgage Notes,/course/comprehensive-guide-to-distressed-mortgage/,[],beginner,79, 4.6 ,True,A guide to starting your business helping non-paying homeowners stay in their homes.,1 hour ,['basic math knowledge'],[],296.4,['Frank Anthony'],udemy
60,6148c1213a5d5042c26edc31,Grant Writing: How to Write Nonprofit Grants for Beginners,/course/getting-funded-the-grant-writing-process/,[],beginner,184, 4.2 ,True,A complete beginners guide to writing and applying for grant funding,1 hour ,"['I will recommend books for further reading throughout the course, but nothing is needed for this course']",[],296.4,['Stephanie'],udemy
61,6148c1273a5d5042c26edc32,New Manager's Five-week Success System: 25 Days > Management,/course/new-managers-five-week-success-system/,[],beginner,813, 4.5 ,True,"You will succeed, with the 25 most important management skills and 100 top new manager tools, actions and behaviours.",2.5 hours ,"[""You won't need any materials or specific knowledge to do this course."", 'However, experience of organisational life will help you to put these modules into context.']",[],1388.3999999999999,['Mike'],udemy
62,6148c12c3a5d5042c26edc33,Book Marketing in Five - How to get your book noticed fast,/course/book-marketing-secrets/,[],beginner,7, 4.1 ,True,"Learn how to market your book online and boost your visibility credibility, and sales. ",1 hour ,"['Internet Access', 'Author']",[],452.4,['Eunice'],udemy
63,6148c1313a5d5042c26edc34,Intro to eBook Publishing for Heart-Centered Entrepreneurs,/course/introduction-to-ebook-publishing/,[],beginner,33, 4.9 ,True,"Learn how simple it is for you to become a published author, spread your message and boost your business with Amazon",4 hours ,"['You want to write, have Internet access, and preferably Microsoft Word - but similar software will work.', 'You do NOT need a Kindle or any other eReader.']",[],764.4,['Andy'],udemy
64,6148c1363a5d5042c26edc35,Customer Service Fundamentals,/course/customer-service-fundamentals/,[],beginner,172, 4.3 ,True,An introduction to customer service and its importance in any business.,3 hours ,['Knowledge of the English language.'],[],374.4,"['Starweaver', 'Paul']",udemy
65,6148c13b3a5d5042c26edc36,Fundamentals of Healthcare Communication,/course/fundamentals-of-healthcare-communication/,[],beginner,62, 4.5 ,True,"You will learn how to effectively communicate with your patients,  families and coworkers. ",1.5 hours ,['Fluent English Profiency'],[],296.4,['Healthcare Career'],udemy
66,6148c13f3a5d5042c26edc37,"Hacker's Guide To 35,000,000 Products Alibaba To Amazon eBay",/course/hackers-guide-to-35000000-products/,[],beginner,112, 4.2 ,True,"How To Find The Gold in Alibaba The eBay, Amazon and Etsy Treasure Chest For Your Home Based Business",3 hours ,"['No prior experience or knowledge is needed - just the desire to get ahead', 'Any eBay or online sales experience is a plus']",[],296.4,['Sam'],udemy
67,6148c1443a5d5042c26edc38,How to Establish a Business Tinting Car Windows from Home,/course/how-to-establish-a-business-tinting-car-windows-from-home/,[],beginner,202, 4.7 ,True,"Start Your Business Tinting Car Windows From Home With This Comprehensive Training. Simple Techniques, Easily Mastered.",5 hours ,"['Watch the course then source the low cost tools needed to get started.', 'Links to suppliers and window film manufacturers are provided in the training']",[],1388.3999999999999,['Nick'],udemy
68,6148c1493a5d5042c26edc39,Leading Effective Meetings: Beginner's Guide,/course/effective-meetings/,[],beginner,911, 4.3 ,True,Learn how to successfully lead meetings that boost motivation and productivity while using time effectively,1 hour ,"['Some experience taking part in meetings, or leading meetings, is good to have, though not required']",[],1388.3999999999999,['Markus'],udemy
69,6148c1503a5d5042c26edc3a,Skillshare Success System - Skillshare Explained!,/course/skillshare-success-system-skillshare-explained/,[],beginner,25, 4.7 ,True,Skillshare expert tips! Learn how to be a successful teacher on Skillshare by creating and marketing Skillshare classes!,9.5 hours ,['Nothing. Everything is covered in the course.'],[],296.4,['Neil'],udemy
70,6148c1543a5d5042c26edc3b,REssentials 102: Make 100K Annually in Real Estate Sales,/course/ressentials1-100k/,[],beginner,22, 4.4 ,True,What does it take to build a great career in Real Estate Sales?,1 hour ,['Beginner Level; basic business concepts are discussed.'],[],764.4,['Justin'],udemy
71,6148c1593a5d5042c26edc3c,Effective Delegation for New Managers,/course/delegation/,[],beginner,4275, 4.5 ,True,How to delegate tasks the right way (and free up your busy schedule to focus on more important activities),33 mins ,"['This course is for new managers who recently started managing one or more employees', 'No special knowledge is required to enroll in the course']",[],452.4,['Hassan'],udemy
72,6148c15d3a5d5042c26edc3d,Start Your Passive Income Side Hustle This Weekend!,/course/start-your-passive-income-side-hustle-this-weekend/,[],beginner,16, 4.5 ,True,Get Started Earning Extra Income,1 hour ,['Basic computer knowledge'],[],296.4,['Kimberly'],udemy
73,6148c1633a5d5042c26edc3e,"Build Big Data Pipelines w/ Hadoop, Flume, Pig, MongoDB",/course/build-big-data-pipelines-w-hadoop-flume-pig-mongodb/,[],beginner,126, 4.3 ,True,"Learn how to combine Hadoop, MongoDB, Pig, Sqoop and Flume to Architect and Build Big Data Pipelines and Data lakes.",3.5 hours ,"['Hadoop', 'Linux / CDH 5', 'Java Programming preferred']",[],296.4,['V2'],udemy
74,6148c1693a5d5042c26edc3f,"""Pre"" Real Estate Course...are ""YOU"" a Real Estate Agent?!",/course/pre-real-estate-course/,[],beginner,22, 4.0 ,True,Do you need to know if you would make an incredible Agent or not? How do you find out without failing? With this course!,2 hours ,"['There are no tests, no writing and no homework...you just need to listen and watch the videos', 'You will need a smartphone, laptop or tablet to start training']",[],1388.3999999999999,['Steve'],udemy
75,6148c16e3a5d5042c26edc40,Sales Copywriting For Complete Beginners,/course/sales-copywriting-for-complete-beginners/,[],beginner,16, 4.2 ,True,A Step-by-Step Practical and Proven Approach to write a sales copy that actually sells. Copywriting For Beginners,2.5 hours ,['How to construct easy to understand simple sentences.'],[],764.4,['Nrupen'],udemy
76,6148c1733a5d5042c26edc41,Business Intelligence with Microstrategy 10 Analytics,/course/business-intelligence-with-microstrategy-10-analytics/,[],beginner,1000, 4.3 ,True,Learn about Microstrategy 10. A step-by-step course for beginners with exercises and certificate of completion.,2 hours ,"['Basic knowledge of Business Intelligence and Visualization.', 'Some experience with Visualization tools would be helpful, but not required.']",[],686.4,['Lorenz'],udemy
77,6148c1783a5d5042c26edc42,How to Start a Bridal Makeup Business and Earn Extra Income,/course/how-to-start-a-bridal-makeup-business-and-earn-extra-income/,[],beginner,52, 4.2 ,True,Learn how to become a professional wedding makeup artist in 2020,31 mins ,"['An interest in makeup application and weddings', 'A willingness to learn - this course will provide you with all the information to start your own bridal makeup business!']",[],764.4,['Samantha'],udemy
